City	Trip	Id	Photo	Description	LatLng	From	To	People	Locations	NumberInTrip	One	Two	Three	Four	Five	Six	Seven	Eight	Nine	Ten	Eleven	Twelve	Thirteen	PhotoAlbum
Rome	Inside Italy	99	x	We eat a nice sandwich and mini cannoli in the terminal. Our B&B is cute and simple. Out and to the Coliseum where the line isn't bad. Many men sell selfie sticks out front. Many others are dreesed in plastic gladiator costumes. We walk a lot. To the Pantheon. Gnocchi for dinner and then to Jerry Thomas Speakeasy for cocktails. Walking back in the dark we see many beautifully-lit, majestic fountains.<br><br>More cannoli and espresso at a cafe and then onto the Roman Forum. It is already very hot so we don't tarry. Lunch is a heavenly salmon, dill, and ricotta croissant from Crystal Sugar. We walk across cross the bridge to Travestera. The river is reminiscent of vintage green glass. We stop by a cafe for a cafe freddo then pick up some beers for later. To a liquor store for Cynar and Vivese. Quick stop for an Aperol Spritz. To Da Enzo for dinner. We start with fried squash blossoms. From there we are completely enamoured with our cacio e pepe and an umami packed rigatoni with tomato sauce & guanciale. This is without question the best Italian food I've ever had.<br><br>We get a rental car, stop by Crystal Sugar again for another salmon croissant, and leave the city. To Perugia. We walk up the hill and into the ancient city where we stroll the cobblestone streets and grab Gelato. Onward to Arezzo where we met the family at the villa. Dinner is sausages with wine.	41.888069, 12.477820	Jun 18, 2015	Jun 22, 2015		Rome, Perugia, Genoa, Milan, Arezzo, San Gimignano, Cinque Terra, Volterra, Siena, Florence, San Marino	1	41.888069, 12.477820	43.521617, 11.693873	44.404885, 8.935533	43.521617, 11.693873	43.467365, 11.043581	43.521617, 11.693873	44.145904, 9.655338	43.521617, 11.693873	43.521617, 11.693873	43.521617, 11.693873	43.769514, 11.255915	43.521617, 11.693873	43.932693, 12.450015	https://photos.app.goo.gl/5gE8wdLG5rh58x747
Worcester	Bees & Horse	98	x	We get a car and head straight to Shojo for Bok choy, kimchi fried rice, mushroom and pepper pasta ragu at Crouching Tiger. Then To Worchester for lovely humans and so many CATS. Kittens to be exact—cute, soft, smelly, scratchy, squeaky kittens. We relax at home with Kelly and Chris for a while and admire their vases. In the evening Kelly makes yummy cocktails.<br><br>To Trader Joe's and Target for supplies. Chris makes excellent waffles with maple syrup. Kenny comes over to hang for a bit and then we all head to Kelly's parents. Accents get thick quick. Liz & Kelly suit up for bees. I don't have a suit, but get close anyway and take lots of pictures. I don't get stung, but one chases me for a minute. I find the queen, which relieves Kelly since was worried she had killed previously. We all meet her uncle, Anne Frank, who is a nice guy. Next is cold brew, wraps, chips, and goodbyes. To Beverly. We arrive late for the rehearsal dinner. The humans are sweet, the gouda is great, and the lobster bisque magnificent. We stay at a nice hotel in downtown.<br><br>Some touching in the morning and then a Hazelnut paste latte followed by damn fine grilled cheese and kitchen sink quesadilla. Iguana, rattlesnake, lamb brains, cow liver, flunken. Let's Dance, Mozart, Emotional Rescue. To the wedding. Flower in the asphalt. Broken glass. In My Life. The flower girls drop their petals. Lamb lollipops. Met Beth. Tent. Toast. Falafel and Salmon. Dancing. Sweating. Cake. Dancing. Raising chairs. Dancing. Traveling. Sleeping. Traveling.	42.360887, -71.054206	Jun 5, 2015	Jun 8, 2015	Kelly & Chris	Paris, Massachusetts: Worcester, Boston	2	48.866204, 2.302153	42.360887, -71.054206												https://photos.app.goo.gl/CMwKVfgHdCy6bmkJ8
Paris	Bees & Horse	97	x	We take the red-eye bus from London to Paris and meet Alvin at his place in the morning. After a nap we head out. On the street we see two people without toes and a groovy horn band. We ride the metro to Père-Lachaise where we visit graves of Frédéric Chopin, Jim Morrison, Édith Piaf, Oscar Wylde, and Georges Méliès. A man is peeing on the outer wall of the cemetery. Into Mariage Frères for some very fine loose-leaf tea and then to Experimental Cocktail Club for lovely cocktails. Dinner is a falafel shop where they make animal shapes from fruits and veggies. Liz got us tickets to Crazy Horse. The theatre is smaller than I expected. It is dim and hazy and there is a red candle on each table. The women's bodies are gorgeous, the acts were silly, and it was definitely quite cheesy at times. Sputnik, Upside Down, Scanners, Girl on a Horse, Girls with Horse Tails, Tap Dancing Men. Lots of pubic hair and red leather. Alvin awakes when we return. He tells us about his dreams of the war.<br><br>To Coutume for strong cold brew and a mushroomy woody Ethiopian. Next we visit Pâtisserie des Rêves for Pari-Brest. We take a film photobooth strip in Palais de Tokyo and work our way to Pompidou where we snack on pistachio ice cream and a crepe before heading 'inside'. There is a lot of trite modern art, but some quite good contemporary art. It boasts a great view of the city. We meet Alvin at Candelaria for expensive margaritas and great tacos. The chef is being very coy with me; Alvin thinks he has a thing for me. Next to Sherry Butt for fine drinks; mine has a smoky tomato liqueur in it. It is dark, but we walk around the Louvre exterior and along the Seine. A horn band is playing Thrift Shop. Alvin tells us about Paris Syndrome, which is when tourists are often let down by Paris upon visiting due to unrealistic expectations. We end the evening relaxing in his apartment and watch Blue Jasmine.<br><br>A quick stop for pastries and coffee from Telescope and then to the airport.	48.866204, 2.302153	Jun 2, 2015	Jun 5, 2015	Alvin	Paris, Massachusetts: Worcester, Boston	1	48.866204, 2.302153	42.360887, -71.054206												https://photos.app.goo.gl/CMwKVfgHdCy6bmkJ8
Haworth	VE Day	96	x	We leave London on the night bus and get in late to the hotel.<br><br>A greasy bacon butty and then the bus, which drops us off at a train station about a mile from Haworth. There is a beautiful steam locomotive sitting on the tracks. I'm not sure if it even runs, but we ride in a vintage double-decker up the hill. Though it's May, but open air is still quite chilly. We are in Haworth, which truly feels like stepping back in time. People are dressed in impeccable 40's panoply. The shops mostly sell Britain-themed clothing or memorabilia. There are also many stalls selling the same and also food. There is a pristine Spitfire on display. We buy milk powder for the bath. Next we stop in a pub for bitter ale and chips. Afterward we visit a small Alan Turing museum where we see an Enigma, a German enciphering machine, and the Bombe, a deciphering proto-computer he invented. Then we have a sausage with cream tea. Later, we watched couples dance to a live swing band in the tent. As evening sets in we head to Bradford. We don't feel comfortable here and we can't find condoms. We eat chicken at Nando's. There's a fight outside. A man in the lift reminds us of Dracula.<br><br>A man at the bus stop Just. Keeps. Spitting. We eat bread and salami. And then sat in the grass for a cream tea. We take the steam train north. I chat with a nice older Irish man. Liz sits next to a young boy who she says smells like sugar. His hands are sticky and he repeatedly touches her skirt. I get a cask cream ale at the station before we return to London.	53.831466, -1.955800	May 15, 2015	May 16, 2015		Haworth, Bradford, Leeds	1														https://photos.app.goo.gl/5XPKh3TbcD5XV6Mn9
Apeldoorn	Tulips & Cocktails	95	x	We pick up cheese, meat, and beer from the store before driving to Apeldoorn. We arrive at the hotel, shower, touch, and nap. We are feeling uninspired by dinner options so we snack on bitterballen and kasstangles in the hotel bar then proceed to drink beer in the room.<br><br>We drive down through the green areas on the map. This is Amsterdam's largest forest. It is pretty and very manicured.	52.211208, 5.972079	May 4, 2015	May 5, 2015		Amsterdam, Alkmaar, Haarlem, Den Hague, Apeldoorn	4	52.369138, 4.887428	52.631723, 4.758982	52.369138, 4.887428	52.083546, 4.314128	52.369138, 4.887428	52.211208, 5.972079								https://photos.app.goo.gl/3eJzzHckUEwY2nVZ9
Den Haag	Tulips & Cocktails	94	x	I almost back into a server (restaurant, not beep boop). He kindly yelled at me before I hit him. Our main stop here is the M.C. Escher Museum, where we spend hours learning just how much of a master and genius Escher was. We both are in awe at the beauty and ingenuity of his vast body of work. Next we head to Keukenhof, a massive flower garden with over 7 million flowers; nearly all of them tulips. We spend hours taking in seemingly endless varieties of tulips. I take A LOT of pictures. We drive back to Amsterdam and try for our favorite fondue place, but they close up just as we arrive. We get cheap falafel instead. To Tales & Spirits again where we drink a Zombie, a Bathtub, and more. We wander the red lights and arrive at Hiding in Plain Sight where we take in a rum punch and a citron brûlée flip. We sleep in the car again.	52.083546, 4.314128	May 3, 2015	May 4, 2015		Amsterdam, Alkmaar, Haarlem, Den Hague, Apeldoorn	3	52.369138, 4.887428	52.631723, 4.758982	52.369138, 4.887428	52.083546, 4.314128	52.369138, 4.887428	52.211208, 5.972079								https://photos.app.goo.gl/3eJzzHckUEwY2nVZ9
Alkmaar	Tulips & Cocktails	93	x	We hoped to catch the cheese market, but it is closing up just as we arrive. We stroll the town, and buy a vase for Catherine. Next we head to Haarlem for groceries and chocolate milk before returning to Amsterdam. We park for the evening and take a cab to Tales & Spirits. Our cab driver is clearly taking us the long way. I call him out and he complains for a while before offering a discount. The bar is small, lively, and charming. They serve one drink in a small bathtub. We order a Bird is the Word and Smoke and Mirrors; both are incredible. We sleep in the car on the side of the road near the library.<br><br>Up and to Den Hague.	52.631723, 4.758982	May 1, 2015	May 2, 2015		Amsterdam, Alkmaar, Haarlem, Den Hague, Apeldoorn	2	52.369138, 4.887428	52.631723, 4.758982	52.369138, 4.887428	52.083546, 4.314128	52.369138, 4.887428	52.211208, 5.972079								https://photos.app.goo.gl/3eJzzHckUEwY2nVZ9
Amsterdam	Tulips & Cocktails	92	x	We have some difficulty figuring out the buses into the city. We get a car from a very hip car rental agency. Liz drives, but becomes quickly frustrated driving around Amsterdam. We get lunch from Signel 404 and eat on the canal bank just across the street. One sandwich is warm goat cheese with pine nuts, thyme, and honey. The other is 'Old Cheese', walnuts, sun-dried tomatoes, and honey mustard. We hit the road towards Alkmaar. I drive for the rest of the trip.	52.369138, 4.887428	Apr 30, 2015	May 1, 2015		Amsterdam, Alkmaar, Haarlem, Den Hague, Apeldoorn	1	52.369138, 4.887428	52.631723, 4.758982	52.369138, 4.887428	52.083546, 4.314128	52.369138, 4.887428	52.211208, 5.972079								https://photos.app.goo.gl/3eJzzHckUEwY2nVZ9
Cambridge	Sushi and Tiki in	91	x	We take an early train from London. Just outside the station we tour a mock court house populated by disturbing mannequins. We walk a lot. We stop in front of the University and Liz makes us sandwiches. We stop for coffee and watch bird. We get into campus and but have a difficult time finding our way out again. We eat sushi from a conveyor belt and head to Lola Lo, a 'Tiki Bar', which is definitely not a tiki bar. I think we've seen at least five hen parties today. Back at the station a bride to be is asleep on the platform.	52.210604, 0.123076	Apr 11, 2015	Apr 11, 2015			1														https://photos.app.goo.gl/ApTYwFVJfFUEzgsa8
Antwerp	Marionettes & Comedy	90	x	Today is Easter, which means this town is shut down. We manage to find a waffle with liqueur ice cream. Then we walk around the sleep city. We come upon a quaint park and sit on the bench facing the lake for a while. For the first time, we discuss the possibility of not having children. Before now, we had always assumed we would. Now, we don't assume. We eat pizza & pasta, get a beer and spent a while trying to find our Megabus stop.	51.220752, 4.400973	Apr 5, 2015	Apr 6, 2014		Gent, Brussels, Antwerp	3	51.209708, 3.226056	50.848588, 4.348293	51.220752, 4.400973											https://photos.app.goo.gl/UEtqndWh8AsTRNFA6
